@RELATION comment
@ATTRIBUTE comm string
@ATTRIBUTE ratiopos numeric
@ATTRIBUTE rationeg numeric
@attribute classe {-1,1}
@data
"stirring western famous early coveted one prized only lose certain fated lose great here namely miscast here rather obscure teen later brief good ",37, 62,1
"getting bad so many Some saying worst ever n't any seen 2 favorite totally stupid just hang expecting Did honestly thought then just loaded not awesome wall-to-wall nearly entire running also deliciously gruesome severed creative watching bad few innocent too slaughtered Most other martial compared there no holding back gratuitous whatsoever made happy Again expecting magnificent intriguing going wrong probably though horrendous ",37, 62,1
"so interesting add not mention similar also able take technologically advanced primitive definitely more darker then portrayed amazing best so evil vicious compared Speaking amazing such iconic truly modern Greek now especially understand appreciate came moving really happy bittersweet best special amazing early still stand amazing three still stunning look deep emotional primarily incredible special fitting one most beloved ",37, 62,1
"Excellent little good fantastic 5-1 enjoy never win good clean pretty funny as well 1 also very hard find out print first saw many ago recently found used still see Excellent little good fantastic 5-1 enjoy never win good clean pretty funny as well 1 also very hard find out print first saw many ago recently found used still see ",37, 62,1
"only ran stayed 20 far favorite ever give nearly get seeing take full first one truly coherent spanned multiple also made truly happened actually scared sometimes just odd Also contacting get put so ",37, 62,1
"so saw 1980 British one wished knew more about stayed one single most extraordinary ever seen barely few key remember traced here much including about become off-Broadway musical previous not remember finding sad exploitative extraordinary stuck great think considering Maybe fading established old often tolerated good saw rare unique enormous deep profound utterly fragile delicately balanced gave poise respect sorry see discussed faded shone brightest one brilliant outstanding televisual such deeply private odd think becoming so public as musical perhaps somewhere amused last maybe made musical ",37, 62,1
"told one Well loved Obvious dated easy probably all made exactly earlier so far Made two born supposed great American apparently turned really n't see watching read rather boring braced very slow slow did n't tedious watching made mental European make such frequent almost urban enormous dwarfing human recurrent visual obviously there underline American then watched straight afterwards set early 60s noticed often included as well masterful inanimate human precisely psychological more less understated great visual virtually unsurpassed starred two very appealing become big never did already seen fine very tragic died aged just 27 According donated 60 000 apparently also later stunning natural young one luminous n't need turn only graced obscure never become least did n't die tragically Most notably one most original ever filmed one youthful few seen as well powerfully cathartic ending most banal ever filmed as far n't see deny wonderful emotional Never looked so good so poetic rather bringing ",37, 62,1
"easily most memorable stable maybe came known simply best ever surprisingly great One all-time ",37, 62,1
"favorite filmed little 13 1957 released next Then 1970 found working very same always enjoyed different filmed knew well told passing still showing ",37, 62,1
"seen before about 10 ago still very impressed wanted see again all say still n't lost even used more ten ago move instead stepping plain flying right never make write most famous serial make matching enormous take spread Only one answered so automatically lucky n't met other yet seeing other first already started shocked wanting prejudiced only conclude poor white definitely n't want n't really mind take stop pick anyway first n't seem bad all gradually Early trashy remorseless Not only very impressive so four incredible well best ever same childish naive n't want hear bad Early really very well well did very good really never heard again really Overall very good impressive psychological very powerful graphic imagine not n't really see portray serial believable Personally really liked never bothered too important left 8-10 ",37, 62,1
"American two teenage four one only leased raising 15 000 00 uncomfortable due huge affordable real buy old technical best inspect put build one other sooner bought instead extremely funny witty top-notch hilarious moved accomplishing American owning huge made bad losing feeling jealous 1986 worked very funny visibly inspired delightful eight ",37, 62,1
"Still love 17 so first saw discovered lost very upset as never noticed n't care about Just dark enough interesting light enough enjoyed more glad raised rather great stuck forever downloaded entire one ",37, 62,1
"repeated knew wanted got amazed such n't describe heard did n't understand talking about incredible interspersed surrealistic such gorging acoustic Get still learning diminutive one say describe spoil even put just need see curious directing 35 ago now finally 2 finally amazing even enthralling Now hidden two hidden Born boogie double 1 extra 2 extra 42 1 keep pressing left 3 keep pressing 1972 4 main two sound 6 sound goto 90-25 right keep pressing left 7 keep pressing 8 ",37, 62,1
"come mixed great slight fill big never truly say better wonderful fantastic ending merging together one last suffered removed True definitely few lasting even just second short many here surprise move many drug-addled two recreating old great sharp discuss impending true just anger other enjoyable leaving touching existing religious racial sweet little shy two obviously feeling unable quite vocalize admit disappointed did not get animated together however live falling same quirky strange deliver really speaking facial verbal disgruntled priceless Here heartbreaking about out love only come back moving dealing finding strong true surprisingly funny little little add practicing amazing two walking eventually also true forbidden very surreal probably most odd so intriguing n't look away Do not anger Asian interesting undergoing stagnant little necessary kindled Even find feeding n't know happy not Beautifully shot muted allow short strange then so 14th Leave odd really add told find harsh uneducated very stark authentic listening off-kilter enough funny totally true interesting reviled everyday finding yet discovered take anywhere continue brilliantly subtle bookended young yet totally different favorite simply fantastic cyclical two together twice finally ask tough watch Sometimes love final enough accept leaving One best trying cope young devastating desperate one last oddly perfect Sometimes one think lost accept not fully invested trying find went wrong sharp quick eventually seeing much Leave show almost always deal American Sometimes n't need know said understand going ",37, 62,1
"n't think ever understand 2 cool gave one most awesome ever right little all know former just visiting old asked help former assist obviously came back convenient stranded actually sophisticated led lost whole stole somewhere really like back Essentially Just open complete created point keep mortal Naturally up totally ripped soon enough large several apparent n't all about one most exciting great One early one best ever seen not get better did lead entertaining one bad possibly one coolest ever easily one best definitely best very exciting 9-10 ",37, 62,1
"Uneducated defiant beautiful squatting rich Spirited bold sudden haunt immediate claim sweet utterly charming splendid heart-wrenching considered favorite spunky made most popular essential modern lovely distressed beset dangerous stressful first-rate outdoor particularly well-conceived supporting vile forcing marry very gentle brilliantly depict complete moral actually second filmed 1914 one first important antiquated 1920 producing own powerful enough 1922 make wanted decided only remake certainly lived very popular fascinating future certainly golden silent produced inherent very silent cause spiritual appear somewhat awkward compelled accept sincere very heartfelt one beautiful particular teaching read using not understand obviously crucified turned full positively beatific splendid new orchestral supplied perfectly wonderful ",37, 62,1
"Possible coming forewarned absolutely one favorite other all sometimes not mention lost screen most DEFINITELY not here divine bright colorful bigger n't help love absolutely stunning So glad know used original unbeatable absolutely believable oldest established permanent floating most notorious even most minute such going 104 n't take fresh faced perfect true not as outstanding heal last certainly not least anyway reprising Broadway like finally end 14 rid psychosomatic given First off Broadway There never two more loveable superb usual though not got bring perform Especially enjoyable hearing got charming pleasant well suited long so dearly not only win help overcome other live splendid say least so perfect here never terrific deaf figure really enjoyed sing cool slick most importantly marry speaking just sheer just terrific also favorite entire really especially right before then again still n't decided better maybe equally fantastic as well as Take Back sad left out hollanderize absolutely MARVELOUS not mention hilarious favorite entire One best high Never always Overall one one take watch only Now good ",37, 62,1
"very very good resemble slightly silly acting spot-on perfect full little get like one best just best impersonating dead parting indeed superb Secret really funny other usual excellent really hot get tonight Let not several playing perfectly done memorable ",37, 62,1
"still grainy late no-cable cheap waaaaaayyyy all stay weird slap just so tape n't really only first actually involved Instead distinct using traditional horrific dating dating dating dating teenage accidentally love forever wrong stuck literally least together one young strange only find full other one only vaguely remember compared blind dating definitely scariest One motivated tasty new secret Not original still creepy Even so great personal Miserable young trapped working go talking doing little old one late weird suddenly not same No not just whole mind-blowing just last second same many essentially two vaguely connected short followed also wounded not killed taken most creepy then accidentally sewn waking dead try lure little much dumber ALMOST MADE put crummy then stunk then n't put more Miserable only available still gonna buy ",37, 62,1
"Too many routinely thought-provoking based historical together superficially similar overlooking righteous whole Perhaps coincidentally also singular narrative many well-received Safely set historical growing early 15th Italian even surpassing sterling devastating locked away not so desperate curb budding sensuous relegated secondary best holy confronted male rupture female inspiring fueled ranting semi-crazed older indelibly portrayed veteran more constructively Muslim Joining perhaps unwittingly manipulating do truly already felt expected tragic breathtaking shot uncompromising austere one fierce yet ultimately futile patriarchal allotted whoring wryly lengthy drug-induced clearly modeled otherwise far more flamboyant relatively stingy making semi-porn serious deserving unjustly tarnished ",37, 62,1
"warn very bittersweet Also much more meaningful seen tragically sad say so striking truly scary never know accurately react later not based personal good shown one best ever seen watching portrayed searingly painful never able see again heartily peer probably never experienced before ever again observing ",37, 62,1
"nice see back best woven nice single avoid watching simple not contain new still actually about love thinking behaving engaged excellent definitely given much thought done slow n't mind kind get so much involved just continue watching newly engaged typical many sentimental highly likely make specially very much satisfied worth ",37, 62,1
"really thought superb Not only correct sumptuous yet intimate kept even forced virtual charismatic sometimes dogmatic became famous perhaps infamous romantic so genuine genuinely understand chose live mourning technical worthy well appreciated beautiful quite wonderfully dramatic also considered outstanding leaving quite breathless so few beautiful as one 2009 best ",37, 62,1
"watched high many ago definitely not least interested changed enjoyed very much truly enjoyed ever even bought several acting basically just played adorable so charming so charismatic honestly just wanted hug very sad so many criticizing so harshly so straight did not accept pushing judging respected admired definitely missed ",37, 62,1
"First off planning watching sure watch UNCUT very interesting go back then watch tampered due about young played 14 forced own suddenly away able go own manipulate giving desperate increasingly materialistic manipulative wonder left Overall very shocking blatant most not expect see black white sexual explicitly shown very obvious happening enjoyed watching very much most modern get least especially did think watching pacing seemed slow most first see Actually almost seen made early 30 minor pacing certain just did n't quite flow right probably just n't quite perfected yet take just few more 1939 compare early 30 see Once again very glad able watch original really make big Also surprised see famous uncharacteristic ",37, 62,1
"now in preschool appeared 8-9 made n't miss late preschool whole Good forgotten much loved got old recently very handsome still perfect dark craggy imperious tempered straight little n't sit starring grumpy here get caught love know become dead quiet formal saying spirited helped survive endured wooden misplaced proper English maintained just such passionately overcome many other plain enough yet pretty enough allow buy large much intact capture quiet plain sweet cowed dark blustery two play other beautifully most perfect best ever ",37, 62,1
"excellent think absolutely wrong just perfect great so real such happen n't forget about acting just awesome Just know thought real ",37, 62,1
"Stupid probably one most talented n't just worth better so else just wasted Sorry n't feel writing ",37, 62,1
"so reminiscent wonderful classic 60 70 so pleasantly surprised past 20 absolute live churned absolute just professional most impressed total sycophantic here running wayward wonderful n't recant here little doing yet again wonderful extraordinary acting superb like going sugary too grim deleted featured truly best left deleted too harsh taken so much hinted finished not outright shown certain best absolutely delightful watch 9-10 ",37, 62,1
"n't fatigue then n't seen n't shy away showing very disturbing Much one human gritty dark depressing hopeless also one best ever come much more same n't go thinking incredibly clichd basically about troubling obsessive professional emotionless new provide dark really necessary become more less human 5 old no less rabid blinded sad brilliantly limiting also two separate main about other about Even n't new still wonderfully written glued really really good incredible n't just pretty ruthless vile likable obsessed also outstanding supporting short excellent also worth mentioning Very somber effective hearted played key dark also really good Overall highly recommended Very well paced incredibly acted marvelously scored just really good all However many pointed not strong then stay away one n't like seeing heavy then n't too 8-10 ",37, 62,1
"Fantastic One excite 5 not true historical not taken factual True used playing VERY attractive such right unattractive sorry drunken corrupt Victorian also very unreliable entice especially susceptible Even first fat drowning looked very romanticized Besides n't ",37, 62,1
"n't know modern Chinese teenage know thoroughly entertaining one pure played great making excellent modern glossier here abandoned only kicked then discover more great fresh immensely entertaining great good simply enjoy one best seen long negative give really glad did ",37, 62,1
"great little ok bad not great special very good remember 10 old now made very cheaply 1st moan much bad So just sit back watch cool great big ",37, 62,1
"One fascinating did not only tell very interesting also tried do different biopic excellent same first one extraordinary specially brilliant forgetting breaking conventional always do different unusual most final perfect told only found few felt irrelevant very enthusiastic first one brave fascinating thinking ",37, 62,1
"Here entire enjoy even too old fairy outdid unique imaginative nearly popular new age-old grew one top five highlighted remember still making here there fairy southern wicked hilarious affable all keep coming back one ",37, 62,1
"viewing other say thoroughly impressed laughing Unfortunately already sold did not purchase truly big domestically not pitched male mainly dating never too seriously most n't dare Also screened more combined never slowed provided non-stop only made more impressive considering ",37, 62,1
"funniest brilliant superb see enjoyed making spoil give so rent laugh 9 10 ",37, 62,1
"surprisingly good noticeable expected made short did not feel fast forward found pretty entertaining overall probably used up nearby costume pretty good ",37, 62,1
"went see very high gladly walked met funny sweet fast-paced entertaining two trying get same arguing go funny then best ever seen anywhere four amazing good four start talking about One old next one doing played one two going handicapped best one old bring impressive directorial directing writing excellent flirting definitely as good not better 2006 well-paced really however not as many famous fantastic live laugh see great dramatic amazing great just plain entertained then definitely go see ",37, 62,1
"really old charming great one old watch n't demand much other then sit back relax then good really liked too Sleeping just two about get married one really planning own kooky watch make hug leave least know ",37, 62,1
"took renting gotta very very good cast high bad such acting try hold good excellent too first seen finally shine really good instead lesser never close-minded too bad other here noted lame writing acting contemporary bright beautiful clean otherwise outstanding Never before made so good Ah little do n't divulge long-time hard-core willing suspend buy supernatural enjoy excellent light-hearted very much old also so enjoyable popular otherwise hackneyed mediocre overly sentimental already public heavily mediocre Some save truly worthy however enjoyed other overlooked such Making enjoy first-rate all around even kinda hard believe straight pretend gay more five even n't detract overall ",37, 62,1
"long last One most well known beloved not save get hooked sure buying 3 1 ",37, 62,1
"not picky willing watch pretty much n't mean willing re-watch many n't creepy very well done make excellent 9 specify watched alone started watching going got about 15 realized too effective saved Even watching broad still creepy n't vouch effective watching larger remote trying come Let make one rare n't shy away much more important well as much not doing well distanced doing try bring complained specified more legitimate trying give more sometimes most fairly non-violent very straightforward most odd not absurd certainly not expected progressing Moody atmospheric very well done shot ",37, 62,1
"live made cancelled one not bad actually got good very expensive pretty funny average also political Now nowhere near good very funny also pretty good political find check 9-10 ",37, 62,1
"very good animated younger also great about named brought destroyed superior banished find bigger fix classic good brilliant especially late 90 good little more suffice good most nice listen special earned one Overall struck as awestruck good 10-10 ",37, 62,1
"loved so much taken develop detail superb stunning wonderful combined n't work typical fast-paced lived Elizabethan say Shakespearean n't let say more simple complex intelligent explored Much shown rather told more subtle moving also well based comic graphic felt actually there realistic dream-like telling n't often prefer based did enjoy too bought great wonderful deleted insightful also took little little younger see saw first wanted use starting loved ",37, 62,1
"pretty old old enough remember 50-55 ago fresh somehow set aside then magical suspended so taste magical even adjusted account drifted physically otherwise dynamic half adjust known set Eating now almost make intervening anticipated did n't enough do original n't invented one magical psychic not then did almost as good really tuned strange exotic smuggled Soviet so sensitive afterward live Polish one then deciding last get Here did took knew favorite set aside did not watch deferred thought big enough deserve test surround delineate occupying probably few worked deserve deserve Trying get Recently achieved pull already knew already past work optimally already seen understood 9th not know about innocently previous named jumped die later played fooled believing merely mad not merely normal surrounding not warping hardly only inhabiting only confused two never meet haunt next 30 about inside one do natural understand know one greatest ever made take turn inside out else woven watched Here true true plastic kill leave perpetual never imagine 4 3 experience ",37, 62,1
"shocked Shocked dismayed 428 voted not given higher 7 7 give 20 gladly do high modern one most hilarious learn then see appreciate inspired unique liked love vote 10 ",37, 62,1
"Just saw true magic came realized long ago saw real right magical again Very special saw not-knowing started transforming ended old-story telling returned 8 10 ",37, 62,1
"Scoop definitely not favorite enjoyed excellent dark romantic luckily did not star did beautiful latest one OK also two perfect together young heard grim other taken One serial roaming back magic magic go disappearing Not knowing do help crack nice light-hearted compared yet all great together perfect terrific suspected serial little see ever looking one watch well together sometimes watching give just like ",37, 62,1
"n't locked away carnal Tired young sexual run Jewish outside two n't get very far captured then brought back tortured forced repent called invaded prior short bloody well-directed fairly notorious Italian slightly gruesome sleazy great well-developed genuinely moving intelligent gore n't go wrong 8 10 ",37, 62,1
"read say wrong excellent thought superb finish extremely well told convinced did n't n't paying very good very important n't paying confused following not make did n't watch again watch alone so truly pay made perfect said very well told together did fantastic very good always superb playing very interesting nice well fantastic pleasant did n't really expect great pulled great real truly sick really see disturbed just superb Also very young one first not bad start Excellent strongly recommend just great seen n't listen other see come own see as much ",37, 62,1
"LOVED came 80 still still classic again said rip hot very funny underrated disowned say little always take sent deserted only release about worn cheesed definitely considered military best worse n't own ",37, 62,1
"questionable acting there best ever made 8 rapping young trying prove local struggling cope broken rival truly exceptional real 8 solid as good great spectacular Not forgetting best ever hear ",37, 62,1
"lucky enough attend elegantly expressed enjoyable thought-provoking heaviest boldly navigating different eighteen separate pouting saccharine undoubtedly only 5-10 thereby only presented best most assured Debating not review 18 reached merely redundant long-winded Instead simply assured eccentric certainly find resist introspective one better even sneaking well-placed one more accessible muted emotionally transparent deadpan clever surely generated most perhaps rightly so exquisitely unique filtered different one most dark horror-Gothic starring lost black-and-white blood-red incongruously bleed nearly refreshing eerie visual otherwise fairly grounded single favourite conditioned think so given went nudged saying finally favourite here Nevertheless denied lovely blind once not annoying As dizzyingly fast-paced kinetic repetitive featuring screaming running making most adrenaline-pumping possibly also most wielding most powerful fill negative clearly not touching carving truly disposable little met two lonely so in-your-face French desperately quirky insulting international also poor fluffy unusually haggard-looking else Finally wrap-up interweaving 18 somewhat rushed half-hearted truly other well-crafted crisp acting amusing certainly one 2006 not saying much very personal unavoidable pick least favourite recommended pretentious 8 10 ",37, 62,1
"Polish 1975 most controversial brave ever made very excellent one too generally hidden denied sexual particular look wild perverse sick exciting all lastly mentioned very strong primary dominate human so powerfully considered scary unacceptable too wild true sophisticated young French meet soon-to-become very exciting impatiently see new arriving young one happen wake big beautiful French mysterious most never imagined real about same 1975 huge destructive gory spread human human sexual make act furiously violently stronger as dangerous powerful other carnal only convey also not always used too much as seen anywhere greatly very shockingly most hypocritic showing horny male raging get continue visible violent key beginning there not as so easily claimed almost unbearable much stronger n't anymore memorable introduced fantastically necessary little innocent waiting grow develop all own creating human n't necessarily more important already there represent whole including urban coupling acting obviously never thought first unique almost vital getting very thirsty very important lived unaware even just waited burst humanimal still not so easily admitted everywhere trying depict get banned interpret not banned otherwise violated last 30 also as important once again show powerful needless feel desire mysterious other undressed lived other one caused most overall straight honest so easy judged perverse pornographic go deeper exciting also eventually more human admit so close normal sexual beautiful human Also numerous cleverly blackly humorous making young black get interrupted many sensual two young human together interrupted angry least n't become more pleasant managed paint beautiful sensitive almost impossible misunderstood impossible only necessary otherwise make powerful also there sooner later inevitable also as powerful dramatic revealing ending too blackly humorous shocked running saw little more looking visited French same always connected well written fantastic as well naturally blamed too explicit other equally noteworthy shallow also very beautiful visually raw rarely looked so bright shining everyplace always there so innocent white selfish horrible given never fully overcome bad other human about many keep dark not active not bad using seeing good bad satisfied lethal destructive created not more so easy forgotten eaten better more satisfying perhaps sudden unforgettable clever magical ageless also much achieved expressed given also only ",37, 62,1
"really liked good brilliant played many other classic very good musical going good suggest warming sad special know more Outstanding ",37, 62,1
"watched did not know much one favorite watching realized sad really great too did n't realize sad very good told beloved very well highly ",37, 62,1
"best saw tell watching special caratherisic former very well n't enjoy so much least try ironic best Serbian n't understand got see one n't blew up OK ",37, 62,1
"lived caught think dealt more cover scary sit watch hoping not go as far not get burnt thought did great portraying coming back went came back changed more not so much not covered enough not entertaining enough Live then make thought great did remarkable Thank sad good down ",37, 62,1
"There Go Leading Huge Not Specified Serious Filled Never Quite Sure Now Based No Different Other Many Favorite Most Respected Look Horrible Only 7 English Assigned Going Wanted Different Tragic Very Did n't Think Really Relating Only 3rd Did Leave Effect Remember Reccomened ",37, 62,1
"Previously wrote loved cried ending many 60 also wondered about great won so many applauded so many given only 7 0 Well looked 29 0 gave 10 10 7 gave 1 10 7 irrational pulled overall down 7 0 previous blamed very unusual sudden 1 high 10 dropping only gradually then suddenly reversing jumping 1 only one Believe tuned enough see young young mostly left right absolutely giving answer one other NOT talking just really n't like much gave 5 6 entitled his-her own one convince only 7 0 pulled inordinate ridiculous 1 fair overall Let demonstrate comparing 5 randomly chosen critical many more 5 prove 1980 pulled quickly very poor 23 2 10 9 2 1 overall 6 1 Top 1988 got 4 3 10 9 9 1 overall 4 5 1982 got 6 1 10 2 6 1 overall 5 8 Blind 1987 got 3 0 10 2 8 1 overall 5 3 1986 got 4 4 10 3 7 1 overall 5 2 1 got 10 7 1 other 5 just mentioned there other ",37, 62,1
"best seen other 1996 also good read safely say true most faithful 1996 good too just almost different altogether very light fluffy n't see darker just pleasant do such so much glossed as virtually non-existent fleshed more real multidimensional 1996 superior remarkable flawed masterful showing little casually disgusted more simple ruined ruining own marital do achieve own playing new away after suffered securing treating abominably keep crushing made convincing more childlike stagnant rather real serious child-like selfish thoughtful very good one ",37, 62,1
"familiar seeing not as fond probably still better general acting quite as well see Manchurian Here other not more pleasant rather shrill much more realistic admittedly not always huge Also only particularly noticed particularly weak vocal only there previously familiar also much more alone able redeem indeed n't infinitely better particularly favorite Also omitted inferior differ hardly replaced accompanying more Hot personally not care not included Never not sung instrumental heard dressing same equally well probably more capably reach n't same not included available recommend purchasing instead not seen original imagine superior lead important as charming ever acting not make less so ",37, 62,1
"freaking hilarious original yeah 8th not funny anymore no longer real comparing take funniest switch cool n't anyway trying keep 8th still not as much earlier alright awesome real mental-abusing always half-high cool too least cool not great ",37, 62,1
"thought right futuristic special going take get going acting good intrigued not hard look too Certainly not other futuristic ",37, 62,1
"Really liked good respective left here favorite n't bitter n't synonymous certain then talk possible prime saying thrilled do then said same later n't quite work then one ",37, 62,1
"received did not Amazing rich worthless did earn well-deserved all excellent then then moving emotional hold entertained However only blatant One-dimensional 100-percent call ultimate acting so thoroughly acted well directed strictly n't even call such not denying great only imagine talented achieved more substantial subject ",37, 62,1
"so famous infamous say Rashomon-like surrounding early 1980 pieced together retelling few namely played infamous same played heavily There played stuck two severe also patchwork played played two basically same looking just only missing dead slightly heroic tragic comedic real more less mixed got got large off watching real even more eerie took learned enhanced then further enhanced bring very realistic looking one best suppose same loved so realistic as make one Did really use 70 dark fast furious twitchy grainy just never ending trying put nervous fast paced edgy high make feel feeling graphic one most intensely violent ever seen actually first then third so graphic pause remind just definitely not recommended good interested other -Celluloid ",37, 62,1
"Caught tail so intrigued sought next really did n't know expect reading came away quite disturbed distressed also gave attended high 80 little better contend n't see only see adult alike comprehend come senseless overwhelming admit shed few not seek however sure glad did see ",37, 62,1
"wonderful filled great understated sharp intelligent really however underscored losing disastrous Most set longer existed ripped apart barely serious comic funny harsh watch pained remarkable funny pointed sad all once remarkable one ten greatest ever made ",37, 62,1
"special successfully ago landed containing unknown extremely powerful form led locate even more powerful very radioactive contaminated kill just touching really fly classic used few filmed same also inserted electrical kept unaware special used great classic very best enjoyed working together enjoyed future ",37, 62,1
"Looking back past 28 first say Once stay forever initial 1 annoyingly overacted 2 produced 3 unlikeable two later watched again did n't find nearly annoying later able catch entire quickly became engrossed bittersweet human not sure dated hard deal now still least vague eyed seemed simpler married ",37, 62,1
"absolutely wonderful recreated beautifully given yet brilliant truly n't resort running rampant not divert political right wrong always tragic fragile depicted excellently actually suffered only one truly prevalent ",37, 62,1
"became more emotionally attached other ever watched see own attempting make amazing ",37, 62,1
"Wow followed equally stunning surfing together archival surfing transported daring free-spirited early sheer spawned getting know feel striding awestruck fellow singularly challenge 50-foot surfing outrageously dangerous northern all alone 15 discovered became reverently best ever sent aside humbly described old deeply moved as likable extraordinary same rewarding terrifying conquer gut-wrenching vertical required get almost unfathomable swell more did n't live 60 surfing American surfing also technical not absolutely captivated staking American ",37, 62,1
"saw special so interesting did come Now probably key independent African not talking black talking rooted African 500 Later African n't fit Showing artistic all African human most relate just mild just amazing really ",37, 62,1
"Due reading bad told n't believe bad did n't go see watching say regret now not saying brilliant venture say good enjoyed thicker see actual most based historical usually huge fictional n't think ever once portrayed even remotely close historical actually quite passionate become as much actual become popular represent Australian n't trust accept crazier more dangerous not expecting accurate historical actually found surprisingly unencumbered refreshing sentimental romantic thankfully not anywhere as cheesy fellow watch see treated so poorly Perhaps forsaken more other such Ironically actually enjoyed most dwell best discovered reading different given various always going hard make appealing global pay perhaps little rebelled unfortunately missed Fortunately made enjoyable unexpected liked did too really added enjoyed instead pretty other far worse one reconsidered rather anytime ",37, 62,1
"Do judge 2-hour released choppy incomprehensible watching full-length 6-hour available spellbound deliberate growing mesmerizing as amazing visual aural ancient never seen before far more authentic most justly celebrated 1968 equally powerful Just became best best Now hoping someday see broadcast Italian 1971 undecided more powerful one Polish 2001 different many Certainly one starring ",37, 62,1
"Such just n't go wrong certainly best wonderful also so colorful such n't miss one ",37, 62,1
"enjoyed cinematographic beautiful simple older male pass young living marvelous see well treated well remind more sophisticated intricate here almost predictable too sentimental well worth view portrayed ",37, 62,1
"doing stand-up Not only poke racial many also best get illegal treated equally crazier Arab pray doing got started sub-sequential about not affected treat physically handicapped even tell not Also never reminding use speak not afraid offended ",37, 62,1
"Honestly best ever come win actually INTELLIGENT Not only got brave athletic cunning actually Not yet only two bring back hard pulling away great seriously amazing never knew going so much trying figure actually play wanted ",37, 62,1
"got stagnant few developed very prolific never dirty Unfortunately certain other now likely go maintain one great starred became good overall planning start want consider watching ",37, 62,1
"excellent 1967 perfect winning 2005 really well together try separate unusual find made 38 apart so well two truly enhance other Even different two well Only played weaker different then suggest watching first followed powerful ",37, 62,1
"rated this ten just so impressive single eighteen old do video plenty engaging never bored go countless bad poured then give same see lining local first major good well worth low major seen lately tell writing Serious n't wait see more ",37, 62,1
"honestly say never expected good not like far last complete very boring bland become There also very talented few finally saw very impressed young similar hearted serious also made relate did not like too eccentric surprised good major most importantly best easily best so electrifying bound love terrifically cast Not one quite disappointing sound better watching nice also nice watching n't colorful more like bound remind quite slow quite stretched still good making perfect ",37, 62,1
"Forbidden precious especially not forget took tell made remarkable not so much incredible look though 1956 look quite amazing look gigantic taken too far more primitive human even n't know channeling first ten little more professionally acted directed better bring back went missing only one somehow immune left else dead cordial highly intelligent so impressive only led think do report back killing one one even out then put invisible electric invisible easily Meanwhile possibly more pushy n't come start now go even more fascinating just purely intellectual never also entertained getting useful remember good perhaps most unforgettable realized animated red looking so beastly subtle n't expect there far more complex one expect other workmanlike also excellent born providing great comic add one funniest extraordinary sophisticated nostalgic too done beautiful ultimately careful meant funny intentionally so dramatic quite well even stiff made think horrible gradually not shoved injected many other fine thoughtful time-old classy entertaining ",37, 62,1
"went see twice only sum one normally n't use lightly Wonderful best ever made other not Swedish created cinematic last said left unsaid drawn together Just so many long repressed same abuzz feeling full Great Next perhaps about sumptuous fulfilled say Such enough ",37, 62,1
"so misunderstood not even funny seeing one clear one endure Even seeking all Fantastic two leading affected very same affected harsh well loose left unanswered major dealt major such major recommended ",37, 62,1
"chosen best set wonderfully full first present 1950 middle last lovingly observed created fussy two old exquisite overlaid finest very appealing never mind soppy young usually played comical pompous here subtle convincing very impressive great starring stole also nicked saw more jealous good looking melancholy Mexican posh too ",37, 62,1
"strange sit alone occupied rollicking felt instead given Based respected moving new new fifth once popular start anew Making never easy especially only 4 1-2 giant complicating freckled sleeveless daunting rumored kill punched not immediately No eight evil welcome smuggling slimy Once discovered cool swearing Then win reluctantly eat 10 boiled marinated hot squashed spread dubbed exotic finally microwaving living ever met know uncontrollably hearty felt erupting whining wonderfully disgusting vomitous delightful also savvy raise consumed 7 dark ultra-sensitive also keen such exaggerate mundane hyperbolize see essentially pubescent proxy only learn valuable learn two global peacekeeping comforted two chaperoning looked other agreed great now n't register lawful ",37, 62,1
"certain defining followed never compare recently widowed still lively gamely attempting play classic played almost all-girl entertained happily avoided enjoyed meet decide reunite reunite successful exquisitely written understated superb all involved well-developed not quit glorious old n't serious nevertheless affected not forgotten n't afraid entertain ",37, 62,1
"only saw happened 1952 seven 13 so young kept forever strong realized much hardly submitted used foreign historical personal one raised daily other other different only make Then most critical troubling first supposed loyal close not give perfect there Somewhere confuse unsolved just one compared so many other see unique vanishing lived shared unconditional lived ever left behind later pretty left then so many lived left all good today short did n't expect do getting ",37, 62,1
"one do 27 available grabbed held found touching amusing nice ",37, 62,1
"did last true supporting demonstrating light-hearted deep actually coexist enjoyed most come hard bust inspired watch magical so happy helping even vulnerable not so different own very different used good bad only exist many Most know about own even used good bad define traveled other constant unwaivering learn live laugh love always learning improve made living going different underrated yet imperfect did well demonstrate even still noble gifted wonderful also demonstrated many selfless loving went n't enough 10 torn so hostile other not realizing rather kill then n't know most certainly better as well better intended bust heard mentioned healthy n't all ",38, 61,1
